SEAWEA_ID,INDEX,id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id,dup_group,area_poly_id,area_poly_anomalous,critical_reservoir_id
1,1,1,Lower Sesan 2,Lower Sesan II,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Cambodia,2017,Operational,75,7729,297.3715368,242.7875581,252.7658063,2348.304461,1628.968492,1790,5.4,-999.9,-999.9,83.0427359,-999.9,-999.9,400,Hydropower,Flood control,106.256674,13.552205,83,,3291,,193
2,2,6,Xe Namnoy Dam,Xe Pian Xe Nam Noy,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2019,Operational,73.7,1600,40.57826571,10.97605441,34.491525853499994,829.2789795,109.3788326,704.8871326,38.1,-999.9,-999.9,764.3566349,673.5,40,410,Hydropower,SEAWEA_UNKNOWN,106.605648,15.026481,179,,36,,36
4,3,9,Nam Chiane 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2018,Operational,93,294.5,322,-999.9,322,14,-999.9,14,-999.9,-999.9,1040,-999.9,600,11.43,104,Hydropower,SEAWEA_UNKNOWN,103.52122,19.06521,,,-999,,-999
5,4,11,Nam Mang 3,Nam Mang 3,Nan Mang 3,Storage,Laos,2004,Operational,28,436,10.2,6.919885163,10.2,58,25.33099682,49.3,47.7,750,742,742,543,9.22,40,Hydropower,Irrigation,102.768653,18.35067,106,,1994,,1994
6,5,12,Sayaboury Dam (Xayaburi),Xayaburi,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2019,Operational,33,820,225,63.4860455,191.25,1072.219945,868.1335785,911.3869533,49.7,-999.9,270,278.3912404,24,6018,1260,Hydropower,SEAWEA_UNKNOWN,101.817244,19.245256,175,,94,,94
7,6,13,Nam Ngiep 1,Nam Ngiep I,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2019,Operational,167,530,67.94831658,42.1455593,66.9,1200,1200,1200,20.5,323.5,296,307.9052624,130.9,-999.9,562,Hydropower,SEAWEA_UNKNOWN,103.52405,18.646599,108,,64,,64
9,7,26,Taurus Tun,Shaba,Shaba,Run of River,China,2008,Operational,23.8,-999.9,-999.9,-999.9,0.22068,-999.9,-999.9,316,-999.9,-999.9,-999.9,-999.9,59,-999.9,24,Hydropower,SEAWEA_UNKNOWN,99.9125945,25.8038255,,,-999,,133
10,8,27,SEAWEA_UNKNOWN,Weiyuan River,Weiyuan River Jinggu County Simao District,Run of River,China,2010,Operational,-99,-99,-99,-99,8.8145,-99,-99,246.15,17.5,-999.9,-999.9,-999.9,64,-999.9,72,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,100.562,23.2786,,,-999,,256
11,9,28,SEAWEA_UNKNOWN,Diqing Luoma,Yunnan Diqing Luoma Hydroelectric,Run of River,China,2010,Operational,-99,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,75,-999.9,60,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,98.9508,27.9014,,,-999,,119
12,10,30,Nam Tha 1,Nam Tha 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2019,Operational,93.6,349.2,32.58300546,16.9965072,27.69555464,764.6797338,273.03249,649.9777737,-999.9,-999.9,-999.9,438.6779325,-999.9,-999.9,168,Hydropower,SEAWEA_UNKNOWN,100.901111,20.245833,121,,-999,,134
13,11,31,Nanhe 1,Yun County Nan River,Yunnan Yun County Nan River,Run of River,China,2009,Operational,56.8,147.9,-999.9,-999.9,5.07,11.36,-999.9,10.08,-999.9,-999.9,-999.9,-999.9,70,-999.9,40,Hydropower,SEAWEA_UNKNOWN,100.0121484,24.3424683,,,127,,127
14,12,32,Nam San 3B,Nam San 3B,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2015,Operational,45,-999.9,-999.9,-999.9,0.7,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,45,Hydropower,SEAWEA_UNKNOWN,103.6201,19.0849,,,-999,,135
15,13,33,Nam Emoun Dam,SEAWEA_UNKNOWN,Nam Emoun,Canal,Laos,2024,Operational,27.6,87.25,-999.9,-999.9,0.18,-999.9,-999.9,0.94,-999.9,792.2,-999.9,780,397,37,129,Hydropower,SEAWEA_UNKNOWN,107.026389,15.555278,,,-999,,-999
16,14,34,Laoyinyan,Laoyinyan,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1997,Operational,4.23,-999.9,-999.9,-999.9,-999.9,1092,-999.9,10.92,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,16,Hydropower,SEAWEA_UNKNOWN,99.81754,24.469128,,,-999,,-999
18,15,36,Krong No 2 (Th路__y __i路_谩n Krong No 2),SEAWEA_UNKNOWN,Krong No 2 ,SEAWEA_UNKNOWN,Vietnam,2017,Operational,-99,-99,-99,-99,-99,-99,-99,9.3,15.1,-999.9,-999.9,-999.9,-999.9,-999.9,30,Hydropower,SEAWEA_UNKNOWN,108.355833,12.254167,,,14,,14
19,16,342,Nam Ngum 1,Nam Ngum,Nam Ngum 1,Storage,Laos,1972,Operational,75,468,502.2793384,320,370,7030,4700,7030,16.1,-999.9,212,181.4126742,45.5,-999.9,155,Hydropower,SEAWEA_UNKNOWN,102.5491,18.531233,110,,2004,,2004
20,17,349,Ubol Ratana,Ubol Ratana,SEAWEA_UNKNOWN,Storage,Thailand,1966,Operational,35,880,410,300,410,2300,1761,2263,7.4,-999.9,-999.9,168.544793,-99,-999.9,25.2,Irrigation,Irrigation,102.617817,16.772725,171,,1768,,1768
21,18,350,Lam Pao,Lam Pao,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1969,Operational,33,7800,300,119.5587366,240,2450,1400,1430,7.1,-999.9,-999.9,161.0606153,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,103.453125,16.603534,75,,1766,,1766
22,19,358,Noi,Sirindhorn,SEAWEA_UNKNOWN,Storage,Thailand,1971,Operational,42,940,288.3,230,288.3,2000,1135,1966,8.5,-999.9,-999.9,137.4859969,-99,-999.9,36,Hydropower,Irrigation,105.430544,15.205083,150,,3281,,3281
23,20,1785,Manwan,Manwan,Manwan,Storage,China,1995,Operational,126,418,25.22459534,19.95166896,21.44090604,732.8967879,555.9123374,622.9622697,25,-999.9,-999.9,992.2870498,69.3,-999.9,1605,Hydropower,SEAWEA_UNKNOWN,100.448067,24.623123,92,,-999,,136
25,21,1906,Nam Pung,Nam Pung,SEAWEA_UNKNOWN,Storage,Thailand,1965,Operational,40,1719,21,0.3,21,165.5,156.8,165.5,10.5,-999.9,-999.9,275.6858856,-99,-999.9,6.3,Hydropower,SEAWEA_UNKNOWN,103.976042,16.972114,120,,1749,,194
26,22,1920,Pak Mun,Pak Mun,Pak Mun,Run of River,Thailand,1990,Operational,17,324,73.68412589,38.72279491,62.63150701,229,118,229,2.6,-999.9,-999.9,110.3774448,11.6,-999.9,136,Hydropower,Irrigation,105.467708,15.279676,131,,1788,,1788
27,23,1923,Houay Ho Dam,Houayho,Houay Ho,Storage,Laos,1999,Operational,76,-99,27.89911257,17.84306982,23.71424568,649,508,596,21,883,867,861,775.5,22,157,Hydropower,SEAWEA_UNKNOWN,106.765135,15.059528,37,,3292,,3292
28,24,1926,Lamtakhong,Lamtakhong,Lam Ta Khong,Pumped Storage,Thailand,1969,Operational,40,251,39.438433,1.4,37,445,64.21231031,310,11.6,-999.9,-999.9,265.1940161,-999.9,-999.9,1000,Irrigation,SEAWEA_UNKNOWN,101.560159,14.863445,78,,1876,,195
29,25,1929,Lamnangrong,Lamnangrong,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1982,Operational,23,1500,24.5,0.5,24.5,196.67,20.84709805,150,13,-999.9,-999.9,230.2454168,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,102.765925,14.300292,76,,1826,,196
30,26,1930,Yali Falls,Yali,Ialy,Storage,Vietnam,2001,Operational,69,1190,56.02875446,31.0167533,47.62444129,775.073721,473.9114412,658.8126628499999,22.9,-999.9,-999.9,502.7477219,180,-999.9,720,Hydropower,Irrigation,107.832322,14.230762,182,,3297,,3297
31,27,4896,Haixihai,Haixihai,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1995,Operational,21,91.5,4.288881228,3.613038752,4,61.9,41.9,61.9,15.7,-999.9,-999.9,2125.516882,-999.9,-999.9,61.9,Irrigation,Irrigation,99.978125,26.290762,34,,757,,757
32,28,4902,Zibihe,Zibihe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1981,Operational,-99,-99,9.480499357,7.97,8.058424453,95.54978735,11,93.2,11.9,-999.9,-999.9,2044.184287,-999.9,-999.9,93.2,Irrigation,Irrigation,99.955536,26.136007,185,,745,,197
33,29,5084,Nam Leuk,Nam Leuk,Nam Leuk,Storage,Laos,2000,Operational,45,800,12.8,6.403858592,12.8,185,154,185,20.1,411.5,388,388,46.5,-999.9,60,Hydropower,SEAWEA_UNKNOWN,102.946765,18.439659,105,,1996,,1996
34,30,5107,Chulabhorn,Chulabhorn,Chulabhorn,Storage,Thailand,1972,Operational,70,700,12,0.5,12,188,144.5,188,27.1,-999.9,-999.9,745.3411321,-99,-999.9,40,Hydropower,Irrigation,101.650246,16.53714,18,,1744,,1744
37,31,5119,Lamphraphloeng,Lamphraphloeng,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1967,Operational,49,575,13.1,0.8,13.1,242,15.93062369,152,15.7,-999.9,-999.9,255.0524574,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,101.839349,14.592853,77,,1755,,198
38,32,6576,Krong Buk Ha,Krong Buk Ha,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2014,Operational,35,2042,11.76979434,7.752555072,10.1,122.7048078,59.69767549,110,10.9,-999.9,-999.9,478.3999226,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,108.370289,12.778758,72,,-999,,44
39,33,6957,Nakai,Nam Theun 2,Nam Theun 2,Storage,Laos,2010,Operational,39,436,431.2597564,260.5851714,366.5707929,5513.22063,2229.026288,3210,7.8,-999.9,538,530,348,-999.9,1070,Hydropower,Irrigation,104.952263,17.99679,123,,41,,41
40,34,6959,Nam Ngum 2,Nam Ngum 2,Nam Ngum 2,Storage,Laos,2011,Operational,185,470,122,75.39522769,100,6774,2573.474807,4230,45.2,-999.9,378,355.5040219,146,-999.9,615,Hydropower,SEAWEA_UNKNOWN,102.77657,18.753615,111,,2000,,2000
41,35,6960,Nam Ngum 5,Nam Ngum 5,Nam Ngum 5,Storage,Laos,2012,Operational,104,258,15,2.98911166,14.8,-999.9,40.71423359,314,71.2,1104.5,1100,-999.9,337,21.14,120,Hydropower,SEAWEA_UNKNOWN,102.620386,19.355319,112,,1987,,1987
42,36,6961,Xekaman 1 Dam,Xe Kaman 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2015,Operational,120,235,124.2767496,102.2619602,105.6352372,5017.881137,3526.518419,4265.198966,31.8,230,230,218,-99,-999.9,290,Hydropower,SEAWEA_UNKNOWN,107.159768,14.960122,176,,3276,,199
43,37,6962,Xekaman 3 Dam,Xe Kaman 3,Xekaman 3,Storage,Laos,2013,Operational,100,540,5.251,3.436891881,5,148.4945389,76.43749617,141,34.3,960,960,925,515,-999.9,250,Hydropower,SEAWEA_UNKNOWN,107.36143,15.425985,177,,3306,,3306
44,38,6989,Dachaoshan,Dachaoshan,Da Chao Shan,Storage,China,2002,Operational,115,461,25.74055908,20.83304742,21.87947522,719.7408323,491.1878776,611.7797075,46,-999.9,-999.9,888.6501504,72.5,-999.9,1350,Hydropower,SEAWEA_UNKNOWN,100.368647,24.027054,20,,-999,,137
45,39,7029,Gongguoqiao,Gongguoqiao,Gong Guo Qiao,Storage,China,2012,Operational,105,356,12.90244527,10.66822021,10.96707848,316,120,316,32.8,-999.9,-999.9,1300.236354,58,-999.9,750,Hydropower,SEAWEA_UNKNOWN,99.335411,25.585622,31,,111,,111
46,40,7089,Buon Tua Srah,Buon Tua Srah,Buon Tua Srah,Storage,Vietnam,2007,Operational,80,-99,34.83035737,21.64927884,31.76,763.1078981,437.9498991,648.6417134,24.9,-999.9,-999.9,479.4580049,-99,-999.9,86,Hydropower,Irrigation,108.043697,12.281214,15,,3104,,3104
47,41,7090,Buon Kuop,Buon Kuop,Buon Kuop,Storage,Vietnam,2009,Operational,34,-99,6.921670989,5.545867141,6.82,71.59993165,57.87394399,63,9.3,-999.9,-999.9,412.8772339,98.5,-999.9,280,Hydropower,Irrigation,107.926265,12.530393,14,,3127,,3127
48,42,7095,Ea Soup Thuong,Ea Soup Thuong,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2004,Operational,26,2020,15.28539162,7.653561228,15,112.9627726,37.76271802,96.01835671,11.4,-999.9,-999.9,220.0053597,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,107.935443,13.039576,28,,3278,,3278
49,43,7111,Jinghong,Jinghong,Jing Hong,Storage,China,2009,Operational,108,619,33.8130358,28.32635592,28.74108043,1139,249,1139,45.8,-999.9,-999.9,597.8763094,-99,-999.9,1500,Hydropower,SEAWEA_UNKNOWN,100.764486,22.052102,60,,2006,One to many,2006
50,44,7129,Plei Krong,Plei Krong,PleiKrong,Storage,Vietnam,2006,Operational,71,495,46.75711229,33.71455016,43.95,1049,948,1049,24,-999.9,-999.9,561.1615094,57.5,-999.9,100,Hydropower,Irrigation,107.864439,14.40999,134,,3295,,3295
51,45,7131,Sesan 4,Se San IV,Se San 4,Storage,Vietnam,2008,Operational,74,834,52.68635111,42.29269388,44.78339844,786.1730728,558.5919252,668.2471119,16.9,-999.9,-999.9,215.3210376,-999.9,-999.9,360,Hydropower,Irrigation,107.497264,13.968156,145,,61,,61
52,46,7160,Nuozhadu,Nuozhadu,Nuozhadu,Storage,China,2014,Operational,262,628,315.0887252,215.3885331,267.8254164,21360.07131,13068.08731,18156.06061,96.5,-999.9,-999.9,776.1090282,187,-999.9,5850,Hydropower,SEAWEA_UNKNOWN,100.429623,22.640879,130,,2002,,2002
53,47,7209,Xiaowan,Xiaowan,Xiaowan,Storage,China,2012,Operational,294,893,213.3651545,131.4955882,190,15043,9895,15043,97.7,-999.9,-999.9,1196.170457,216,-999.9,4200,Hydropower,SEAWEA_UNKNOWN,100.093825,24.706595,180,,117,,117
54,48,7390,Miaowei,Miaowei,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2016,Operational,131,577,20.19044383,17.32317489,17.32317489,784.5332965,599.5176365,660,44.6,-999.9,-999.9,1401.133252,-999.9,-999.9,1400,Hydropower,SEAWEA_UNKNOWN,99.161352,25.855159,93,,112,,112
55,49,7400,Nam Theun 1 Dam,Nam Theun I,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2021,Operational,177,722,49.02248202,34.84074396,41.66910972,2571.653032,1639.122844,2185.905077,4022.7,297,-999.9,240,140,-999.9,650,Hydropower,SEAWEA_UNKNOWN,104.146278,18.351192,122,,66,,66
56,50,7404,Nam Ngiep 2,Nam Ngiep II,Nam Ngiep 3A,SEAWEA_UNKNOWN,Laos,2015,Operational,70,110,5.893592454,3.763155423,5.5,172.3230545,71.38053803,152,31.6,-999.9,-999.9,853.0339984,151.3,-999.9,44,Hydropower,SEAWEA_UNKNOWN,103.283656,19.24375,109,,-999,,138
80,51,10199,Huai Luang,Huai Luang,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1984,Operational,12.5,-99,3.2,-99,3.2,135.57,-99,135.57,15.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Water supply,SEAWEA_UNKNOWN,102.594237,17.368812,,,1874,,1874
155,52,18985,Sanshao,Unknown 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1958,Operational,-99,-99,0.57,-99,0.57,-99,-99,119.6,14.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,Water supply,100.335351,25.493608,,,2463,,2463
160,53,20082,Ximahe,Ximahe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1956,Operational,-99,-99,9.49,-99,0.61,420,-99,420,15.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,100.986458,22.785417,,,1942,,1942
174,54,21996,Nong Han,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1993,Operational,-99,-99,-99,-99,73,-99,-99,1874.4,14.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Hydropower,Irrigation,104.280208,17.153727,,,1235,,130
285,55,36945,Guoduo,Guoduo,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2016,Operational,93,235.5,5.440986096,3.414762962,4.6248381815999995,152.2338978,66.08684641,83,16.8,-999.9,-999.9,3417.575362,-999.9,-999.9,160,Hydropower,SEAWEA_UNKNOWN,97.188572,31.532583,33,,-999,,-999
286,56,38718,Dahuaqiao,Dahuaqiao,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2022,Operational,106,231.5,10.28973003,8.793209523,8.793209523,326.1842841,233.7686729,293,16.1,-999.9,-999.9,1474.594686,-999.9,-999.9,920,Hydropower,SEAWEA_UNKNOWN,99.14375,26.30625,21,,113,,113
298,57,38758,Luozhahe 1,Luozhahe 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2016,Operational,59,-99,-99,-99,2,14.33,-99,14.3,16.4,-999.9,-999.9,-999.9,-999.9,-999.9,30,Hydropower,SEAWEA_UNKNOWN,100.450913,24.505796,,,125,,125
307,58,39220,Dak Psi 4,Dak Psi 4,Dak Psi 4,Run of River,Vietnam,2010,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.2,-999.9,-999.9,-999.9,-99,-999.9,30,Hydropower,SEAWEA_UNKNOWN,108.002105,14.76965,,,3242,,200
310,59,39224,Houay Lamphan Gnai Dam,Houay Lamphan Gnai,Houay Lamphan Gnai,Storage,Laos,2015,Operational,77,557.3,7.944492611,4.802775382,6.752818719,199.1539552,74.32442637,140,17.5,-999.9,828,795,529,-999.9,84.8,Hydropower,SEAWEA_UNKNOWN,106.498213,15.355295,38,,3268,,201
319,60,39342,Nam Mang 1,Nam Mang 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2016,Operational,70,280,2.5,-99,2.5,16.52,-99,16.52,15.6,-999.9,-999.9,-999.9,86,-999.9,64,Hydropower,SEAWEA_UNKNOWN,103.181121,18.473078,,,-999,,140
320,61,39343,Nam Lik 2,Nam Lik 1-2,Nam Lik 1-2,Storage,Laos,2010,Operational,103,327.84,24.4,-99,24.4,1330,-99,11,19.4,-999.9,305,275,63,78.1,100,Hydropower,SEAWEA_UNKNOWN,102.117489,18.795679,,,2014,,2014
322,62,39348,Nam Phay ,Nam Phay,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2016,Operational,56.7,-99,-99,-99,8.92,-99,-99,-99,17.6,-999.9,-999.9,-999.9,720,-999.9,86,Hydropower,SEAWEA_UNKNOWN,102.776505,19.11166,,3,-999,,141
325,63,39352,Nam Khan 2,Nam Khan 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2015,Operational,136,365,30.57,20.78974844,30.57,686,632.3937035,686,18.9,475,-999.9,465,119,67,130,Hydropower,SEAWEA_UNKNOWN,102.369661,19.679862,101,,59,,59
327,64,39354,Nam Khan 3,Nam Khan 3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2016,Operational,61,156,7.466138104,4.632196829,7.07,224,60.79472389,224,17.3,349,-999.9,343,41.65,176,60,Hydropower,SEAWEA_UNKNOWN,102.223958,19.746729,102,,1973,,202
345,65,38584,Jinhe,Jinhe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2004,Operational,34,68.4,-99,-99,2.31,4.27,-99,4.27,-99,-999.9,-999.9,-999.9,-999.9,-999.9,60,Hydropower,SEAWEA_UNKNOWN,97.332948,30.806065,,,791,,791
346,66,38613,XunCun,XunCun,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1999,Operational,67,165,3.128061149,2.164882774,2.658851977,35.84700079,18.97169585,30.46995067,-99,-999.9,-999.9,1316.624619,-999.9,-999.9,78,Hydropower,SEAWEA_UNKNOWN,99.993279,25.421853,181,,116,,116
347,67,38640,Huangdeng,Huangdeng,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2017,Operational,203,457,35.40134016,27.77602657,30.091139135999995,1740.522121,1219.294055,1613,-99,-999.9,-999.9,1609.728809,-999.9,-999.9,1900,Hydropower,SEAWEA_UNKNOWN,99.116985,26.559238,41,,114,,114
351,68,39146,Nam Kong 2 Dam,Nam Kong 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2018,Operational,65,210,5.692178603,3.528203528,4.2,89.63418349,49.29507743,71.4,-99,427,-999.9,420,98.8,76.2,66,Hydropower,SEAWEA_UNKNOWN,106.856744,14.494468,103,,39,,39
353,69,39185,Xekaman Xanxay Dam,Xekaman-Sanxay,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2018,Operational,28,180,-99,-99,-99,-99,-99,7.1,-99,123,-999.9,122,-999.9,-999.9,32,Hydropower,SEAWEA_UNKNOWN,107.117143,14.888971,,,45,,45
354,70,39194,Sesan 4A,Se san 4A,Se san 4A,Storage,Vietnam,2011,Operational,31.5,-99,1.75,-99,1.75,13.13,-99,13.1,-99,-999.9,-999.9,-999.9,12.2,-999.9,63,Hydropower,Flood control,107.464724,13.931154,,,43,,43
355,71,39195,Se San 3A,Se San 3A,Se San 3A,Storage,Vietnam,2007,Operational,35,-99,7.422643288,6.704497939,6.704497939,88.81518053,72.29531822,80.60000000000001,-99,-999.9,-999.9,244.9612633,-99,-999.9,108,Hydropower,SEAWEA_UNKNOWN,107.657899,14.106402,144,,62,,62
