SEAWEA_ID,INDEX,id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id,dup_group,area_poly_id,area_poly_anomalous,critical_reservoir_id
356,72,39196,Se San 3,Sesan 3,Se San 3,Storage,Vietnam,2006,Operational,79,-99,3.556693993,3.247326824,3.247326824,107.6247187,91.84944228,92,-99,-999.9,-999.9,314.2103397,-99,-999.9,260,Hydropower,SEAWEA_UNKNOWN,107.721858,14.215329,143,,3285,,203
392,73,39298,Mong Wa,Mong Wa,SEAWEA_UNKNOWN,Run of River,Myanmar,2017,Operational,51,237.4,7.044411528,5.245876028,5.987749799,101.2775447,54.32734153,64.93,-99,-999.9,-999.9,537.9924787,-999.9,-999.9,66,Hydropower,SEAWEA_UNKNOWN,100.325923,21.397254,95,,-999,,142
393,74,39303,Nam Ou 5,Nam Ou 5,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2016,Operational,74,-99,12.71827942,6.695904974,10.81053751,280.7449134,92.51410877,238.63317638999996,-99,-999.9,-999.9,428.8089059,-999.9,-999.9,240,Hydropower,SEAWEA_UNKNOWN,102.344401,21.411347,116,,89,,89
402,75,8,Theun-Hin Boun Expansion,Nam Gnouang,Theun Hinboun,Run of River,Laos,2013,Operational,65,480,2900,4.82067342,49,37.55101367,11.89283411,31.91836162,2.4,455,-999.9,-999.9,230,-999.9,280,Hydropower,SEAWEA_UNKNOWN,104.635417,18.297448,166,4,2019,,2019
409,76,40265,Srepok 3,SrePok 3,SrePok 3,Storage,Vietnam,2009,Operational,52.5,-99,17.01682947,14.35118138,14.46430505,211.1572522,158.6147312,179.4836644,-99,-999.9,-999.9,269.9711715,60,-999.9,220,Hydropower,SEAWEA_UNKNOWN,107.876878,12.75182,155,,3100,,3100
410,77,40266,Srepok 4,SrePok 4,SrePok 4,Storage,Vietnam,2010,Operational,155,860,150,-99,3.75,-99,-99,25.94,-99,-999.9,-999.9,-999.9,21.4,-999.9,80,Hydropower,SEAWEA_UNKNOWN,107.855586,12.807774,,,3103,,3103
436,78,4056,Don Sahong Dam,Don Sahong,Don Sahong,Run of River,Laos,2020,Operational,25,2730,115,-999.9,2.2,25,-999.9,25,-999.9,-999.9,72,-999.9,20,2400,260,Hydropower,SEAWEA_UNKNOWN,105.964247,13.956223,,,-999,,143
441,79,4075,Xe Katam 1-Xe Namnoy 2 HPP,Xe Nam Noy 2 - Xe Katam 1,Xe Namnoy 2 - Xe Katam !,SEAWEA_UNKNOWN,Laos,2016,Operational,-99,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,115,-999.9,-999.9,-999.9,-999.9,-99,-999.9,15,Hydropower,SEAWEA_UNKNOWN,106.6188889,15.11833333,,,-999,,144
454,80,7722,Srepok 4A,Sre Pok IVA,Sre Pok 4a,Run of River,Vietnam,2014,Operational,-99,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,3.94,-999.9,-999.9,-999.9,-999.9,19.2,-999.9,64,Hydropower,SEAWEA_UNKNOWN,107.8123,12.8935,,,-999,,145
456,81,7740,Upper Kontum,Upper Kontum,Thuong Kon Tum,Storage,Vietnam,2014,Operational,73,80,7.08,-999.9,7.08,-999.9,-999.9,145.52,-999.9,-999.9,-999.9,-999.9,844,-999.9,220,Hydropower,SEAWEA_UNKNOWN,108.2299,14.6941,,,19,,19
460,82,1898,Nam Oun,Nam Oun,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1973,Operational,30,3300,93.30089784,52.6391354,85,780,182.1972166,520,13.6,-999.9,-999.9,179.3639521,-999.9,-999.9,-999.9,Water supply,SEAWEA_UNKNOWN,103.739583,17.305071,119,5,1783,,204
461,83,9,Lam Sae,Lam Sae,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1998,Operational,29.5,-999.9,2.95,-999.9,2.95,325,-999.9,275,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Water supply,SEAWEA_UNKNOWN,102.2774,14.415833,,,1875,,205
467,84,7,Mun Bon,Mun Bon,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1980,Operational,32.7,-999.9,1.275,-999.9,1.275,350,-999.9,141,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Water supply,Water supply,102.147056,14.484167,,6,1871,,1871
931,85,14,A Lin B1,SEAWEA_UNKNOWN,A Lin B1 ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,42,Hydropower,SEAWEA_UNKNOWN,107.14948,16.31253,,,48,,48
982,86,20,Nam Tha 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2024,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,37.5,Hydropower,SEAWEA_UNKNOWN,100.711972,20.242972,,,-999,,134
984,87,23,Nam Beng,Nam Beng,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2017,Operational,25.5,84.8,0.724,-999.9,1908,3611,-999.9,3611,-999.9,-999.9,-999.9,-999.9,-999.9,1908,36,Hydropower,SEAWEA_UNKNOWN,101.24,19.946,,,-999,,146
988,88,31,Nam Lik 1,Nam Lik 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2019,Operational,39.5,148.6,11.5,-999.9,11.5,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,22.3,-999.9,64.5,Hydropower,SEAWEA_UNKNOWN,102.387,18.618,,,65,,65
996,89,52,Nam San 3A,Nam San 3A,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2016,Operational,75,350,8.5,-999.9,8.5,123,-999.9,123,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,69,Hydropower,SEAWEA_UNKNOWN,103.662314,19.130329,,,-999,,147
998,90,56,Nam Song Diversion,Nam Song Diversion,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,1996,Operational,21,209,1.3,-999.9,1030,-999.9,-999.9,14400,-999.9,-999.9,214.5,-999.9,-999.9,210,6,Hydropower,SEAWEA_UNKNOWN,102.427183,18.798712,,,1969,,1969
1010,91,77,Houay Lamphan Lower Dam,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2021,Operational,55,523,-999.9,-999.9,39,-999.9,-999.9,471,-999.9,-999.9,198,-999.9,51.4,19.5,15,Hydropower,SEAWEA_UNKNOWN,106.629617,15.321542,,,37,,37
1017,92,86,Nam Kong 1 Dam,Nam Kong 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2021,Operational,85.3,379.1,21.8,-999.9,21.8,0.68,-999.9,505,-999.9,306,-999.9,287,190,-999.9,160,Hydropower,SEAWEA_UNKNOWN,106.741028,14.546556,,,38,,38
1028,93,109,Xe Set 1 Dam,Xeset (Se Xet) I Laos,SEAWEA_UNKNOWN,Run of River,Laos,1990,Operational,10,91,-999.9,-999.9,0.1,-999.9,-999.9,-999.9,-999.9,482,-999.9,478,157,-999.9,45,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,106.276975,15.50314,,,-999,,148
1038,94,165,Xe Lanong 1 Dam,Xe Lanong 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2020,Operational,67.5,-999.9,29.76574576,26.50645224,26.50645224,830.5867714,590.5651434,705.9987556899999,-999.9,206,-999.9,218.48094,-999.9,-999.9,70,Hydropower,SEAWEA_UNKNOWN,106.237564,16.355732,178,,35,,35
1042,95,79,Lidi,Lidi,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2019,Operational,75,346.4,4.156325602,3.224447513,3.7,86.52704675,52.2156491,75,-999.9,-999.9,-999.9,1820.580995,-999.9,-999.9,420,Hydropower,SEAWEA_UNKNOWN,99.0176,27.85,79,,120,,120
1043,96,84,Luozhahe 2,Luozhahe 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2017,Operational,71,-999.9,1.287439531,0.709465309,-999.9,17.59732874,6.844555552,14.95772943,-999.9,-999.9,-999.9,1012.538246,-999.9,-999.9,50,Hydropower,SEAWEA_UNKNOWN,100.3471,24.4811,84,,-999,,126
1044,97,113,Nam Ou 1,Nam Ou 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2020,Operational,65,442,11.8140693,7.961056716,9.56,138.0424717,63.92271077,89.1,-999.9,-999.9,-999.9,310.0491969,-999.9,-999.9,160,Hydropower,SEAWEA_UNKNOWN,102.3173,20.1542,113,,93,,93
1045,98,114,Nam Ou 2,Nam Ou 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2016,Operational,49,352,13.01290188,10.1640668,11.060966597999998,114.5203262,78.97473419,97.34227727,-999.9,-999.9,-999.9,330.0021306,-999.9,-999.9,120,Hydropower,SEAWEA_UNKNOWN,102.454,20.3952,114,,92,,92
1046,99,115,Nam Ou 4,Nam Ou 4,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2020,Operational,47,300,4.870108317,3.090930208,4.139592069,75.9069497,30.38550818,64.52090725,-999.9,-999.9,-999.9,383.2960797,-999.9,-999.9,116,Hydropower,SEAWEA_UNKNOWN,102.4931,21.1226,115,,90,,90
1047,100,117,Nam Ou 6,Nam Ou 6,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2015,Operational,88,-999.9,15.83033248,8.356942674,13.45578261,408.8572242,149.3455818,347.5286406,-999.9,-999.9,-999.9,498.236964,-999.9,-999.9,180,Hydropower,SEAWEA_UNKNOWN,102.1951,21.7745,117,,88,,88
1048,101,118,Nam Ou 7,Nam Ou 7,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2021,Operational,147,825,32.96620643,5.646808713,28.02127547,1286.653373,119.9456223,1093.655367,-999.9,-999.9,-999.9,565.768116,-999.9,-999.9,190,Hydropower,SEAWEA_UNKNOWN,102.246,22.103,118,,87,,87
1049,102,174,Wunonglong,Wunonglong,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2018,Operational,137.5,247,8.680754714,7.074329579,7.378641507,376.8753068,243.9060061,284,-999.9,-999.9,-999.9,1904.803662,-999.9,-999.9,990,Hydropower,SEAWEA_UNKNOWN,98.907,27.986,174,,118,,118
1068,103,6402,SEAWEA_UNKNOWN,Kamping Puoy,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Cambodia,1977,Operational,-999.9,1900,-999.9,-999.9,-999.9,110,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,102.969136,13.084158,,,1870,,1870
1084,104,6656,Xi'er He 3,Xi'er He 3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1988,Operational,20.7,-999.9,-999.9,-999.9,0.1,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,50,Hydropower,SEAWEA_UNKNOWN,100.107878,25.558584,,,-999,,-999
1085,105,6657,Xi'er He 2,Xi'er He 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1987,Operational,37.25,121.8,-999.9,-999.9,-999.9,0.2,-999.9,0.2,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,50,Hydropower,SEAWEA_UNKNOWN,100.131191,25.561991,,,-999,,-999
1086,106,6661,Xi'er He 4,Xi'er He 4,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1971,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,14,-999.9,14,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,50,Hydropower,SEAWEA_UNKNOWN,100.065574,25.576262,,,-999,,150
1087,107,6662,Xi'er He 1,Xi'er He 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1979,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,105,Hydropower,SEAWEA_UNKNOWN,100.202419,25.578801,,,-999,,149
1113,108,6844,Dong'erhe,Dong鈥檈rhe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1959,Operational,26.43,-999.9,-999.9,-999.9,0.88,1070,-999.9,1070,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,101.057641,23.075179,,,2420,,2420
1150,109,13607,Nam Ou 3,Nam Ou 3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2020,Operational,72,340,13.26,-999.9,13.26,168.6,-999.9,168.6,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,150,Hydropower,SEAWEA_UNKNOWN,102.665404,20.695251,,,91,,91
1233,110,29,Longma,Puer Mengyejiang Hydro,Yunnan Puer Mengyejiang Hydro,Storage,China,2007,Operational,135,315,12.64846846,7.713502486,11.73,498.7375296,225.3120625,423.9269002,50.4,-999.9,-999.9,611.3250478,-99,-999.9,240,Hydropower,SEAWEA_UNKNOWN,101.6481,22.8757,81,9,1999,,1999
1234,111,63,Dak R'Tih,Dak R'Tih,Dak R'Tih,Storage,Vietnam,2011,Operational,42,553,-999.9,-999.9,9.6,-999.9,-999.9,130,13.5,-999.9,-999.9,-999.9,-99,-999.9,82,Hydropower,SEAWEA_UNKNOWN,107.6597,11.9902,,,11,,11
1519,112,2,Stung Atay II,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Cambodia,2013,Operational,110,-99,-99,-99,-99,-99,-99,-99,18.4,-999.9,-999.9,-999.9,188,-999.9,100,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.173727,12.022518,,,891,,206
1521,113,40305,Lower Stung Russei Chrum,Lower Russei Chrum,Lower Russei Chrum,Storage,Cambodia,2014,Operational,58.5,-99,-99,-99,1.067,-99,-99,62,15.5,-999.9,-999.9,-999.9,86,-999.9,132,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.081367,11.783482,,,3,,3
1523,114,999,SEAWEA_UNKNOWN,Upper Russei Chrum,Upper Russei Chrum,Storage,Cambodia,2014,Operational,124,-999.9,-999.9,-999.9,12.938,-999.9,-999.9,401,-999.9,-999.9,-999.9,-999.9,132,-999.9,206,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.1025,11.8233333,,,-999,,2
1530,115,4,Myotha,Myotha,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2001,Operational,-99,20,6.95,-99,-99,1128,-99,-99,15.5,-999.9,-999.9,-999.9,-999.9,-999.9,0,Irrigation,SEAWEA_UNKNOWN,95.719988,21.672792,,,635,,635
1534,116,25,Lazhai,Lazhai,Lazhai,Storage,China,2008,Operational,32,180.5,-99,-99,3.09,59.96,-99,-99,-99,-999.9,1102.5,-999.9,32,-999.9,120,Hydropower,SEAWEA_UNKNOWN,98.626855,24.638523,,,687,,207
1535,117,38,Myitthar,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Storage,Myanmar,2016,Operational,63,-99,-99,-99,12.2,325,-99,-99,18.5,-999.9,-999.9,-999.9,-999.9,-999.9,40,Multiple purpose,SEAWEA_UNKNOWN,94.0406662,21.9935613,,,63,,63
1536,118,39,SEAWEA_UNKNOWN,Yingjiang Zhina River I & II,Yunnan Yingjiang Zhina River 2nd Level Phase 1 And Phase 2,Run of River,China,2007,Operational,-99,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,-999.9,36,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,98.0897,25.2803,,,-999,,-999
1538,119,41,Chipwi Nge,Chibwe Nge,SEAWEA_UNKNOWN,Run of River,Myanmar,2013,Operational,47.5,220,0.07,-999.9,0.1,0.3,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,433,-999.9,99,Hydropower,SEAWEA_UNKNOWN,98.184167,25.806111,,,-999,,-999
1539,120,329,Thaphanseik,Thaphanseik,Thaphanseik,Storage,Myanmar,2001,Operational,33,6885,423.1364267,237.7463595,332.88,4420.425734,1640.964145,3550,10.7,-999.9,-999.9,161.7544022,19,-999.9,30,Irrigation,SEAWEA_UNKNOWN,95.35625,23.307937,165,,740,,208
1540,121,1810,Kintat,Kintat,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1997,Operational,15,1914,21.85,0.8,-99,350,47.237,350,28.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,95.36875,23.219707,,,761,,209
1541,122,1823,Sedawgyi,Sedawgyi,Sedawgyi,Storage,Myanmar,1989,Operational,41,600,37.61641084,29.49989559,31.13,450,350,450,14.5,-999.9,-999.9,122.5221062,28.2,-999.9,25,Irrigation,SEAWEA_UNKNOWN,96.326042,22.349563,141,,618,,618
1542,123,1844,Kinda,Kinda,Kinda,Storage,Myanmar,1986,Operational,72,625,35.65855832,18.5472267,26.3,1080,970,1010,41.2,-999.9,-999.9,174.9771905,56,-999.9,56,Irrigation,SEAWEA_UNKNOWN,96.318745,21.156255,69,,613,,613
1546,124,5026,SEAWEA_UNKNOWN,Kabo Dam,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1997,Operational,-99,-99,-99,-99,-99,216.8,-99,-99,17.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,95.682927,22.623773,,,596,,596
1549,125,5063,Manchaung,Manchaung,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1999,Operational,-99,-99,8.267505749,5.647776962,-99,126.2477638,45.45353003,107.3105992,24.1,-999.9,-999.9,180.3227474,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,94.422917,20.085417,91,,150,,210
1550,126,7078,Yeywa,Yeywa,Yeywa,Storage,Myanmar,2010,Operational,135,680,70.39909023,49.27320414,59,3197.94879,1839.187277,2600,48,-999.9,-999.9,175.3774608,105,-999.9,790,Hydropower,SEAWEA_UNKNOWN,96.474362,21.674504,184,,622,,622
1551,127,7121,Longjiang,Longjiang,Longjiang (Yunnan) Dam,Storage,China,2010,Operational,115,472,33.79786616,23.77733398,26.16,1078.892363,628.5483581,917.0585086,46.6,-999.9,-999.9,855.2449199,-99,-999.9,240,Hydropower,SEAWEA_UNKNOWN,98.109701,24.240634,80,,109,,109
1553,128,7159,Nongling,Nongling,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2009,Operational,90,280,8.036155358,5.150807231,6,210.7653067,97.7428633,179.15051069499998,41.3,-999.9,-999.9,948.2294485,-99,-999.9,180,Hydropower,SEAWEA_UNKNOWN,98.345403,24.58774,128,,108,,108
1554,129,7226,Sujiahekou,Sujiahekou,Sujiahekou,Storage,China,2010,Operational,137,424,5.886054968,4.349421471,5,240.67373,155.4582143,226,50.5,-999.9,-999.9,1575.890477,321,-999.9,315,Hydropower,SEAWEA_UNKNOWN,98.197843,25.264561,157,,759,,211
1556,130,7631,Zawgyi-2,Zawgyi,Zawgyi (1),Storage,Myanmar,1998,Operational,44,777,43.5,-99,26.34,639,-99,242,19,-999.9,-999.9,-999.9,117,-999.9,18,Hydropower,SEAWEA_UNKNOWN,96.874461,21.56464,,,616,,212
1558,131,7648,Wegyi,Wegyi,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1999,Operational,35,1271,50.59,-99,-99,310.97,-99,-99,18.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,95.611458,18.623955,,,615,,213
1560,132,9569,SEAWEA_UNKNOWN,Hu Song He,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1997,Operational,44.75,249.08,-99,-99,-99,99.3,-99,-99,17.1,-999.9,-999.9,-999.9,-999.9,-999.9,63,Hydropower,SEAWEA_UNKNOWN,97.693038,24.556852,,,736,,736
1578,133,9963,Taungnyo,Unknown 52,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1996,Operational,-99,1036,34.8,-99,-99,258.99,-99,-99,17.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,95.967706,20.452083,,,649,,649
1607,134,38752,SEAWEA_UNKNOWN,Mang li,Yunnan Mangli,Run of River,China,2009,Operational,58,-99,-99,-99,-99,49.77,-99,-99,15.5,-999.9,-999.9,-999.9,37,-999.9,36,Hydropower,SEAWEA_UNKNOWN,98.289089,24.315924,,,726,,726
1609,135,38761,SEAWEA_UNKNOWN,Teng Long Qiao 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2010,Operational,53,175,3.09,-99,-99,45.9,-99,-99,16.5,-999.9,-999.9,-999.9,-999.9,-999.9,81,Hydropower,SEAWEA_UNKNOWN,98.664682,24.682363,,,750,,214
1612,136,38769,SEAWEA_UNKNOWN,Meng Jia He 3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2006,Operational,33,84.5,-99,-99,-99,0.8,-99,-99,13.7,-999.9,-999.9,-999.9,-999.9,-999.9,42,Hydropower,SEAWEA_UNKNOWN,97.820139,25.080925,,,668,,215
1614,137,38776,SEAWEA_UNKNOWN,San Cha He,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2016,Operational,94,-99,-99,-99,-99,-99,-99,-99,17.8,-999.9,-999.9,-999.9,-999.9,-999.9,72,Hydropower,SEAWEA_UNKNOWN,98.215617,25.432192,,,110,,110
1633,138,38669,Shweli-1,Shweli (1),Shweli (1),Storage,Myanmar,2008,Operational,47,162,1.3,-99,1.1,24,-99,24.11,-99,-999.9,-999.9,-999.9,330,-999.9,600,Hydropower,SEAWEA_UNKNOWN,97.506439,23.698187,,,756,,756
1634,139,38671,Dapein 1 (Dapeyin / Tarpain),Tarpein I,Tarpein-1,Storage,Myanmar,2011,Operational,46,211,0.35,-99,0.4,22,-99,-99,-99,-999.9,-999.9,-999.9,-99,-999.9,240,Hydropower,SEAWEA_UNKNOWN,97.525566,24.421393,,,725,,725
1635,140,38672,SEAWEA_UNKNOWN,Yunnan Dayingjiang 2nd Tier,Yunnan Dayingjiang 2nd Tier,Run of River,China,2004,Operational,28.5,150,-99,-99,0.019,1.53,-99,0.1751,-99,-999.9,-999.9,-999.9,38,-999.9,70,Hydropower,SEAWEA_UNKNOWN,97.711081,24.465365,,,706,,706
1636,141,38673,SEAWEA_UNKNOWN,Da Ying Jiang 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2007,Operational,35,106.5,-99,-99,-99,0.17,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,70,Hydropower,SEAWEA_UNKNOWN,97.721187,24.473531,,,-999,,155
1642,142,39372,Myogyi,Myogyi,SEAWEA_UNKNOWN,Storage,Myanmar,2016,Operational,79,751,12.90300785,8.63788035,9.7,392.392578,159.4035166,-99,-99,-999.9,-999.9,185.965732,-999.9,-999.9,30,Multiple purpose,SEAWEA_UNKNOWN,96.382,21.460118,98,,539,,216
1652,143,2454,SEAWEA_UNKNOWN,Yunnan Baoshan Songshanhekou,Yunnan Baoshan Songshanhekou,Run of River,China,2011,Operational,40,-999.9,-999.9,-999.9,0.06,-999.9,-999.9,0.5447,-999.9,-999.9,-999.9,-999.9,167.5,-999.9,168,Hydropower,SEAWEA_UNKNOWN,98.1889,25.2072,,,-999,,156
