SEAWEA_ID,INDEX,id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id,dup_group,area_poly_id,area_poly_anomalous,critical_reservoir_id
2093,216,7115,Jupudu,Jupudu,Jufudu Dam,Storage,China,2007,Operational,95,320,6.18571721,4.270055716,4.85,152.9001154,78.42617256,129.9650981,36,-999.9,-999.9,508.9466649,-99,-999.9,285,Hydropower,SEAWEA_UNKNOWN,101.772592,22.903099,61,,1990,,1990
2094,217,7127,Nam Chien,Nam Chien,Nam Chien 1,Storage,Vietnam,2013,Operational,283,390,4.027662175,2.411268196,3.4235128487499997,169.9053151,64.91978124,154,67.3,-999.9,-999.9,921.3451565,-99,-999.9,200,Hydropower,SEAWEA_UNKNOWN,104.144193,21.594475,100,,85,,85
2095,218,7132,Son La,Son La,Son La,Storage,Vietnam,2012,Operational,138,962,235.1632028,154.8845616,224,9260,3100,9260,45.8,-999.9,-999.9,191.0205744,78,-999.9,2400,Hydropower,SEAWEA_UNKNOWN,103.99589,21.497326,151,,2003,,2003
2096,219,7137,Tuyen Quang,Tuyen Quang,Tuyen Quang,Storage,Vietnam,2008,Operational,92,718,77.712936,34.02041132,66.0559956,2499.224416,487.1427431,2245,34.5,-999.9,-999.9,89.218077,-99,-999.9,342,Hydropower,SEAWEA_UNKNOWN,105.39934,22.361883,170,,3691,,3691
2097,220,7148,Malutang,Malutang,Malutang Dam,Storage,China,2009,Operational,154,493,12.77144389,4.603505856,7.77,632.1571088,147.4185907,546,70.4,-999.9,-999.9,576.9800651,340,-999.9,400,Hydropower,SEAWEA_UNKNOWN,104.744073,23.017413,90,,74,,74
2098,221,7155,Nalan,Nalan,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2005,Operational,109,333,7.878792431,4.65859173,6,232.4654053,118.7211825,197.5955945,44.9,-999.9,-999.9,405.7257246,-999.9,-999.9,150,Hydropower,SEAWEA_UNKNOWN,103.019659,22.718026,99,,75,,75
2099,222,7156,Nansha,Nansha,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2008,Operational,85,85,9.872022587,5.613577788,8,244.6734551,86.89184928,212,28.3,-999.9,-999.9,251.6718597,-99,-999.9,150,Hydropower,SEAWEA_UNKNOWN,102.855762,23.231402,125,,2417,,228
2100,223,7171,Shimenkan,Shimenkan,Yunnan Lixianjiang Shimenkan,Storage,China,2010,Operational,116,356,6.219367093,4.157924649,4.4,186.4439773,101.0524398,158.4773807,44.9,-999.9,-999.9,736.873246,70,-999.9,130,Hydropower,SEAWEA_UNKNOWN,101.504055,23.022381,146,,2423,,229
2101,224,7175,Sinanjiang,Sinanjiang,Sinanjiang Dam,Storage,China,2008,Operational,115,366,8.593150927,4.091472365,6.85,264.2797569,86.04196203,224.6377934,39.7,-999.9,-999.9,873.5991864,-99,-999.9,201,Hydropower,SEAWEA_UNKNOWN,101.873658,23.093604,148,,-999,,174
2102,225,7187,Madushan,Madushan,Madushan Dam,SEAWEA_UNKNOWN,China,2011,Operational,108,353,21.26445873,14.14467679,19,506.072022,286.3102744,430.1612187,36,-999.9,-999.9,206.5005143,67,-999.9,288,Hydropower,SEAWEA_UNKNOWN,103.284051,23.047537,85,,2500,,230
2103,226,7211,Puxiqiao,Puxiqiao,Yunnan Puxiqiao,Run of River,China,2013,Operational,144,400,12.00014687,5.914362447,10.20012484,458.3939116,152.0520752,389.6348249,68.8,-999.9,-999.9,701.0412848,109,-999.9,190,Hydropower,SEAWEA_UNKNOWN,101.603999,23.143859,136,,-999,,175
2144,227,38723,SEAWEA_UNKNOWN,Meng Ye Jiang,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2013,Operational,79,205.4,13.59,-99,-99,37.15,-99,-99,15.8,-999.9,-999.9,-999.9,-999.9,-999.9,68,Hydropower,SEAWEA_UNKNOWN,101.598417,22.759708,,,1975,,1975
2146,228,38727,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Yunnan Maguan Huabazi,Run of River,China,2008,Operational,-99,-99,-99,-99,1.98,-99,-99,-99,15.7,-999.9,-999.9,-999.9,66.8,-999.9,30,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.947284,23.020363,,,-999,,176
2162,229,39359,Khao Mang - Upper and lower (Th峄y 膽i峄噉 Khao Mang Th瓢峄ng & H岷,SEAWEA_UNKNOWN,Khao Mang 1 ,SEAWEA_UNKNOWN,Vietnam,2015,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.5,-999.9,-999.9,-999.9,-999.9,-999.9,30,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.037115,21.859212,,,123,,123
2165,230,38049,Bao Lam 3,SEAWEA_UNKNOWN,Bao Lam 3 ,SEAWEA_UNKNOWN,Vietnam,2018,Operational,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,46,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.487223,23.011625,,,4094,,231
2174,231,38433,Muong Hum,Muong Hum,Muong Hum,Storage,Vietnam,2011,Operational,29.5,45,-99,-99,0.221,-99,-99,1.914,-99,-999.9,-999.9,-999.9,110,-999.9,32,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.714171,22.540516,,,68,,68
2175,232,38434,SEAWEA_UNKNOWN,Ngoi Phat,Ngoi Phat,Run of River,Vietnam,2014,Operational,20,95,0.257,-99,0.257,-99,-99,2.099,-99,-999.9,-999.9,-999.9,301.8,-999.9,72,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.743602,22.554526,,,67,,67
2187,233,38576,SEAWEA_UNKNOWN,Yunnan Amojiang Sanjiangkou,Yunnan Amojiang Sanjiangkou,Storage,China,2010,Operational,61.5,-99,-99,-99,3.127,1491,-99,84.52,-99,-999.9,-999.9,-999.9,49.7,-999.9,99,Hydropower,SEAWEA_UNKNOWN,101.746333,23.120206,,,2564,,2564
2188,234,38577,SEAWEA_UNKNOWN,Da Wan,Yunnan Lishe River Dawan,Run of River,China,2014,Operational,49.86,175.46,-99,-99,1.53,-99,-99,-99,-99,-999.9,-999.9,-999.9,56,-999.9,49,Hydropower,SEAWEA_UNKNOWN,101.309522,24.526172,,,2458,,232
2190,235,38638,Nam Na 2,Nam Na 2,Nam Na 2,Run of River,Vietnam,2015,Operational,24.5,-99,-99,-99,-99,-99,-99,12.38,-99,-999.9,-999.9,-999.9,17,-999.9,66,Hydropower,SEAWEA_UNKNOWN,103.232436,22.493406,,,77,,77
2197,236,39248,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Nam Cun ,SEAWEA_UNKNOWN,Vietnam,2018,Operational,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,40,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.984809,22.26603,,,-999,,177
2198,237,39250,SEAWEA_UNKNOWN,Ta Thang,Ta Thang,Run of River,Vietnam,2013,Operational,-99,-99,-99,-99,0.2,-99,-99,-99,-99,-999.9,-999.9,-999.9,148.2,-999.9,60,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.022066,22.298658,,,-999,,178
2199,238,39281,Long Tao (Th峄y 膽i峄噉 Long T岷o),SEAWEA_UNKNOWN,Long Tao ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,42,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.214645,21.713375,,,-999,,179
2200,239,39282,Nam Muc (Th峄y 膽i峄噉 N岷璵 M峄ヽ),Nam Muc,Nam Muc,Storage,Vietnam,2014,Operational,55.5,207.5,1.47,-99,-99,27.7,-99,27.7,-99,-999.9,-999.9,-999.9,50.9,-999.9,44,Hydropower,SEAWEA_UNKNOWN,103.29345,21.798174,,,-999,,180
2202,240,39302,Coc Ly,Coc Ly,Coc Ly,Storage,Vietnam,2012,Operational,77.6,61,-99,-99,2.76,-99,-99,171,-99,-999.9,-999.9,-999.9,20,-999.9,90,Hydropower,SEAWEA_UNKNOWN,103.160632,22.298633,,,78,,78
2217,241,2528,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Yunnan Yunpeng,SEAWEA_UNKNOWN,China,2005,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,62,-999.9,210,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.2025,24.2016,,,-999,,-999
2226,242,7679,Nam La,Nam La,Nam La,Storage,Vietnam,2011,Operational,-99,-999.9,-999.9,-999.9,0.27,-999.9,-999.9,0.1669999999999999,-999.9,-999.9,-999.9,-999.9,413,-999.9,32,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.9836,21.4049,,,-999,,-999
2233,243,7691,SEAWEA_UNKNOWN,Ngoi Hut 2,Ngoi Hut 2,Storage,Vietnam,2014,Operational,44,-999.9,-999.9,-999.9,0.21,-999.9,-999.9,2.49,-999.9,-999.9,-999.9,-999.9,338.02,-999.9,48,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.3324,21.7938,,,124,,124
2236,244,7695,SEAWEA_UNKNOWN,Nho Que 3,Nho Que 3,Storage,Vietnam,2012,Operational,-99,-999.9,0.43,-999.9,0.0043,-999.9,-999.9,2.18,-999.9,-999.9,-999.9,-999.9,-99,-999.9,110,Hydropower,SEAWEA_UNKNOWN,105.5154,23.1433,,,73,,73
2239,245,7726,SEAWEA_UNKNOWN,Su Pan II,Su Pan 2,Run of River,Vietnam,2011,Operational,261,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,260.93,-999.9,34.5,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.9622,22.2647,,,-999,,255
2242,246,7729,SEAWEA_UNKNOWN,Suoi Sap 3,Suoi Sap 3,Run of River,Vietnam,2011,Operational,47,60,-999.9,-999.9,0.298,3269,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,73.79,-999.9,14,Hydropower,SEAWEA_UNKNOWN,104.4954,21.2235,,,-999,,181
2244,247,5,Mong An,SEAWEA_UNKNOWN,Mong An ,SEAWEA_UNKNOWN,Vietnam,2020,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.48805,22.85437,,,71,,71
2246,248,7,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Nam Phang A ,SEAWEA_UNKNOWN,Vietnam,2012,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,36,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.34081,22.44679,,,-999,,182
2247,249,8,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Nam Xay Luang 4-5 ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.07192,21.98969,,,-999,,183
2249,250,13,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thuan Hoa ,SEAWEA_UNKNOWN,Vietnam,2017,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,38,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.03472,22.95987,,,-999,,184
2251,251,32,Bac Me,Bac Me,Bac Me ,SEAWEA_UNKNOWN,Vietnam,2017,Operational,260,36,3.2,-999.9,-999.9,4,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,45,Hydropower,SEAWEA_UNKNOWN,105.403696,22.738328,,,-999,,72
2255,252,46,Bao Lam 1,Bao Lam,Bao Lam 1 ,SEAWEA_UNKNOWN,Vietnam,2016,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30,Hydropower,SEAWEA_UNKNOWN,105.54912,22.94179,,,70,,70
2259,253,65,Chiem Hoa,SEAWEA_UNKNOWN,Chiem Hoa ,SEAWEA_UNKNOWN,Vietnam,2013,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,48,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.329048,22.196526,,,95,,95
2299,254,297,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Nam Cum 4 ,SEAWEA_UNKNOWN,Vietnam,2022,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,54,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.57077,22.52271,,,81,,81
2312,255,325,Nam Na 1 (Th峄y 膽i峄噉 N岷璵 Na 1),SEAWEA_UNKNOWN,Nam Na 1 ,SEAWEA_UNKNOWN,Vietnam,2017,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.26108,22.5956,,,76,,76
2324,256,346,Nam Toong,Nam Toong,Nam Toong ,SEAWEA_UNKNOWN,Vietnam,2016,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.9442,22.22246,,,-999,,185
2334,257,366,SEAWEA_UNKNOWN,Nho Que 1,Nho Que 1 ,SEAWEA_UNKNOWN,Vietnam,2018,Operational,53.6,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,32,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.43083,23.23028,,,4034,,233
2335,258,367,SEAWEA_UNKNOWN,Nho Que 2,Nho Que 2 ,SEAWEA_UNKNOWN,Vietnam,2016,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,48,Hydropower,SEAWEA_UNKNOWN,105.48504,23.17802,,,4076,,234
2345,259,415,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Song Bac ,SEAWEA_UNKNOWN,Vietnam,2014,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,42,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.72285,22.45247,,,-999,,186
2350,260,433,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Song Lo 6 ,SEAWEA_UNKNOWN,Vietnam,2020,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,48,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.91798,22.29479,,,121,,121
2357,261,454,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Su Pan 1 ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.914327,22.290895,,,69,,69
2373,262,494,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thai An ,SEAWEA_UNKNOWN,Vietnam,2010,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,82,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.065863,22.999275,,,-999,,122
2443,263,6522,SEAWEA_UNKNOWN,Ma Lu Tang 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2010,Operational,154,493.4,-999.9,-999.9,-999.9,545.65,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,240,Hydropower,SEAWEA_UNKNOWN,104.790704,22.982171,,,-999,,187
2456,264,6609,SEAWEA_UNKNOWN,Lu Fang,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1979,Operational,67,-999.9,-999.9,-999.9,-999.9,43,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30,Hydropower,SEAWEA_UNKNOWN,101.960025,24.689962,,,2447,,235
2471,265,353,Nam Phang,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2012,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,36,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.1905,22.42083,,,-999,,-999
2481,266,22,Kabaung,Kyee On Kyee Wa,SEAWEA_UNKNOWN,Storage,Myanmar,2007,Operational,61,-99,49.55700613,23.33107663,42.12345521,861.1323236,269.3108716,-99,19.8,-999.9,-999.9,112.0976247,-99,-999.9,30,Multiple purpose,SEAWEA_UNKNOWN,96.217958,18.897358,54,,106,,106
2482,267,23,Phyu Creek,Phyu Creek,Phyu Creek,Storage,Myanmar,2017,Operational,75,-99,51.31592578,25.01740295,43.61853691,787.9716801,268.8574101,780,-99,-999.9,-999.9,142.8184958,-999.9,-999.9,40,Multiple purpose,SEAWEA_UNKNOWN,96.351935,18.50659,55,,105,,105
2484,268,7075,Lower Paunglaung,Lower Paunglaung,Paunglaung,Storage,Myanmar,2005,Operational,131,945,16.60617974,12.46979425,13.9,708.1552695,455.1986962,690,49.8,-999.9,-999.9,183.2138063,103.6,-999.9,280,Hydropower,SEAWEA_UNKNOWN,96.336506,19.786613,82,,602,,236
2485,269,7076,Upper Paunglaung,Upper Paunglaung,SEAWEA_UNKNOWN,Storage,Myanmar,2015,Operational,103,537,78.71656032,55.67828043,66.90907627,2107.817414,1140.836568,1300,26.2,-999.9,-999.9,366.9715531,-99,-999.9,140,Hydropower,SEAWEA_UNKNOWN,96.594087,19.754995,172,,604,,237
2486,270,7077,Shwegyin,Shwegyin,Shwegyin,Storage,Myanmar,2011,Operational,56,-99,87.80326829,66.84078763,79.62,1867.430928,1163.302612,1587.316289,26.2,-999.9,-999.9,59.75639174,41.4,-999.9,75.2,Hydropower,SEAWEA_UNKNOWN,96.935155,17.972725,147,,375,,375
2494,271,39347,Thaukyegat 2 (Thauk Ye Khat 2),SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Storage,Myanmar,2012,Operational,94,-99,-99,-99,13.8,444,-99,-99,18.4,-999.9,-999.9,-999.9,-999.9,-999.9,120,Hydropower,SEAWEA_UNKNOWN,96.620234,18.914352,,,606,,606
2495,272,39383,Kun Chaung,Kun Chaung,Kun,Storage,Myanmar,2011,Operational,73,-99,78.37733659,49.19102481,66.6207361,1289.803463,589.6377916,-99,20.2,-999.9,-999.9,163.0104122,106,-999.9,60,Multiple purpose,SEAWEA_UNKNOWN,96.363091,18.419623,56,,104,,104
2501,273,39369,Nancho,Nancho,SEAWEA_UNKNOWN,Run of River,Myanmar,2010,Operational,72,-99,-99,-99,0.3,9,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,40,Hydropower,SEAWEA_UNKNOWN,96.082909,19.797673,,,-999,,107
2504,274,46,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2003,Operational,-999.9,-999.9,11.86187354,5.675442025,-999.9,136.9242916,35.91316234,-999.9,-999.9,-999.9,-999.9,75.18604683,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,96.4361,17.8562,46,,98,,98
2505,275,58,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2002,Operational,-999.9,-999.9,22.37417553,9.13177115,-999.9,162.0457409,46.27873376,-999.9,-999.9,-999.9,-999.9,145.2488802,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,96.3052,18.0086,58,,97,,97
2506,276,10179,Zaungtu,Zaungtu,Zaungtu,Storage,Myanmar,2000,Operational,45,-999.9,-999.9,-999.9,2.57,407,-999.9,16.19,16.6,-999.9,-999.9,-999.9,-99,-999.9,20,Hydropower,SEAWEA_UNKNOWN,96.197917,17.756465,,,99,,99
2510,277,55,Mae Ngat,Mae Ngat Sombunchol,SEAWEA_UNKNOWN,Storage,Thailand,1985,Operational,59,1950,15.60243005,6.458609612,13.26206554,322.89,37.85872383,265,23,-999.9,-999.9,381.5678603,-99,-999.9,9,Multiple purpose,SEAWEA_UNKNOWN,99.04,19.1614,88,,601,,601
2511,278,60,SEAWEA_UNKNOWN,Mae Mok,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,110,-999.9,110,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,99.626563,17.210635,,,-999,,-999
2512,279,62,SEAWEA_UNKNOWN,Pa Sak Jorasit,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,960,-999.9,960,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.076111,14.856944,,,1764,Many to one,238
2513,280,346,Sirikit,Sirikit,Sirikit,Storage,Thailand,1974,Operational,114,800,320,166.2317988,260,10508.3199,6660,9510,37.9,-999.9,-999.9,136.4952102,84.3,-999.9,500,Irrigation,SEAWEA_UNKNOWN,100.560357,17.764675,149,,1767,,1767
2514,281,348,Bhumibol,Bhumibol,Bhumibol,Storage,Thailand,1964,Operational,154,486,300,120,300,13462,9662,13462,60.9,-999.9,-999.9,233.8127418,100,-999.9,744,Irrigation,SEAWEA_UNKNOWN,98.971794,17.243734,12,,129,,129
2515,282,360,Pasak Chonlasit,Pasak Chonlasit,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1999,Operational,185,4860,100,-99,-99,5950,4100,5950,51.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Water supply,SEAWEA_UNKNOWN,101.086458,14.852408,,,1764,Many to one,238
2516,283,1884,Kiwlom,Kiwlom,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1972,Operational,42,135,5.35184164,9.680635286,9.680635286,106.22,-99,112,8.5,-999.9,-999.9,288.8248878,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,99.622574,18.522013,70,,605,,605
2518,284,1919,Tabsalao,Tabsalao,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1988,Operational,27,3375,19,0.5,19,190,21.56406285,160,10.6,-999.9,-999.9,144.5108235,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,99.446505,15.53544,159,,354,,354
2519,285,1927,Krasoew,Krasoew,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1979,Operational,33,4250,44.92592669,25.31914988,35,390,57.74844077,240,6.3,-999.9,-999.9,81.02664979,-999.9,-999.9,-99,Multiple purpose,SEAWEA_UNKNOWN,99.656075,14.835896,71,,329,,329
2520,286,5079,Mae Kuang,Mae Kuang,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1991,Operational,73,610,11.6,0.1,11.6,295,36.5176253,263,45.1,-999.9,-999.9,351.3971262,-999.9,-999.9,-99,Multiple purpose,SEAWEA_UNKNOWN,99.122917,18.92752,87,,648,,239
