SEAWEA_ID,INDEX,id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id,dup_group,area_poly_id,area_poly_anomalous,critical_reservoir_id
2521,287,5087,Mae Chang,Mae Chang,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1983,Operational,40,760,12.3,0.3,12.3,108.6,92.7,108.6,11,-999.9,-999.9,342.8364487,-999.9,-999.9,-99,Water supply,SEAWEA_UNKNOWN,99.8035,18.307753,86,,597,,597
2547,288,39333,Kwai Noi Bumrung Dan Dam,Kheaw Noi,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,2009,Operational,-99,-99,-99,-99,-99,1080,-99,939,19.5,-999.9,-999.9,-999.9,-999.9,-999.9,30,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,100.414752,17.181316,,,1781,,1781
2555,289,39345,SEAWEA_UNKNOWN,Kiew Kor Mah,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,2008,Operational,-99,-99,-99,-99,-99,209,-99,170,17.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,99.645397,18.808086,,,598,,598
2765,290,14740,SEAWEA_UNKNOWN,Mae Teeb,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1987,Operational,24,-999.9,37.5,-999.9,-999.9,1000,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Water supply,SEAWEA_UNKNOWN,98.65444444,17.86194444,,,128,,128
2772,291,56,Duc Thanh,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2018,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.2689994,11.6669199,,,-999,,12
2773,292,372,SEAWEA_UNKNOWN,Dau Tieng,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1985,Operational,28,1100,-99,-99,270,1580,-99,1580,8.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,106.344789,11.323937,,,3107,,240
2774,293,373,Tri An 1,Tri An 1,Tri An,Storage,Vietnam,1987,Operational,40,420,323.4,109,323.4,2765,1360,2765,10,-999.9,-999.9,41.9207593,-999.9,-999.9,400,Hydropower,SEAWEA_UNKNOWN,107.036189,11.106337,168,,3092,,3092
2775,294,1953,Ham Thuan 1,Ham Thuan 1,Ham Thuan - Da Mi,Storage,Vietnam,2001,Operational,93,586,26.73704231,16.28245956,25.2,721.3009963,299.739171,695,24.4,-999.9,-999.9,589.7693611,-999.9,-999.9,300,Hydropower,SEAWEA_UNKNOWN,107.933506,11.326775,35,,3102,,3102
2776,295,5165,Danhim,Danhim,Da Nhim,Storage,Vietnam,1964,Operational,38,1460,9.487006469,5.126065788,8.063955499,143.3207884,20.83979587,121.8226701,20.8,-999.9,-999.9,1020.882985,-99,-999.9,160,Hydropower,SEAWEA_UNKNOWN,108.611458,11.853249,23,,3128,,3128
2777,296,5178,SEAWEA_UNKNOWN,Da Mi 1,Da Mi,Storage,Vietnam,2001,Operational,69,490,6.3,-99,6.3,141,-99,141,18.6,-999.9,-999.9,-999.9,-99,-999.9,175,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.838542,11.240839,,,3120,,3120
2778,297,7098,Dong Nai 2,Dong Nai II,Dong Nai 2,SEAWEA_UNKNOWN,Vietnam,2015,Operational,80,800,11.40672733,8.608245214,9.695718231,258.8648575,166.8002665,220.03512887500003,37.2,-999.9,-999.9,671.3900177,-99,-999.9,70,Hydropower,SEAWEA_UNKNOWN,108.058603,11.713346,25,,7,,7
2779,298,7099,Dong Nai 3,Dong Nai III,Dong Nai 3,Storage,Vietnam,2009,Operational,108,586,54.18000754,37.55955749,46.05300641,1475.282446,831.0691699,1423.6,28.9,-999.9,-999.9,578.8388542,-99,-999.9,180,Hydropower,SEAWEA_UNKNOWN,107.890296,11.872197,26,,8,,8
2780,299,7100,Dong Nai 4,Dong Nai IV,Dong Nai 4,Storage,Vietnam,2010,Operational,128,509,8.670475465,6.399736385,8.5,334.4956999,218.7022251,284.3213449,49.4,-999.9,-999.9,473.8223412,-99,-999.9,340,Hydropower,SEAWEA_UNKNOWN,107.729931,11.884429,27,,42,,42
2781,300,7101,Thac Mo,Thac Mo,Thac Mo,Storage,Vietnam,1995,Operational,50,460,118.0579237,60.44278875,109,1019.15025,329.2884485,866.2777125,11.9,-999.9,-999.9,203.4395982,-999.9,-999.9,150,Flood control,SEAWEA_UNKNOWN,107.022483,11.847717,164,,3106,,241
2782,301,7407,Dong Nai 5,Dong Nai 5,Dong Nai 5,Storage,Vietnam,2015,Operational,72,-99,-99,-99,3.68,-99,-99,106,29,-999.9,-999.9,-999.9,-99,-999.9,150,Hydropower,SEAWEA_UNKNOWN,107.553385,11.793564,,,9,,9
2832,302,40270,Da M'bri,Dam'Bri,Dam'Bri,Storage,Vietnam,2014,Operational,54,-99,-99,-99,-99,-99,-99,56.3,16.5,-999.9,-999.9,-999.9,419.4,-999.9,75,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.670274,11.585717,,,60,,60
2833,303,40271,Dai Ninh,Dai Ninh,Dai Ninh,Storage,Vietnam,2007,Operational,-99,-99,-99,-99,-99,-99,-99,319.77,18.5,-999.9,-999.9,-999.9,627,-999.9,300,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.320652,11.651127,,,4,,4
2841,304,40253,Da Dang 2,Da Dang 2,Da Dang 2,Run of River,Vietnam,2010,Operational,5,-99,-99,-99,-99,-99,-99,0.91,-99,-999.9,-999.9,-999.9,85.52,-999.9,34,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.246366,11.722192,,,6,,6
2846,305,40259,SEAWEA_UNKNOWN,Srok Phu Mieng,Srok Phu Mieng,SEAWEA_UNKNOWN,Vietnam,2006,Operational,-99,-99,-99,-99,-99,-99,-99,99.3,-99,-999.9,-999.9,-999.9,-99,-999.9,51,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,106.755712,11.768518,,,3087,,3087
2847,306,40260,Can Don,Can Don,Can Don,Storage,Vietnam,2004,Operational,-99,-99,-99,-99,-99,-99,-99,165,-99,-999.9,-999.9,-999.9,-99,-999.9,77,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,106.843431,11.968737,,,3105,,3105
2859,307,40269,Bac Binh,Bac Binh,Bac Binh,SEAWEA_UNKNOWN,Vietnam,2007,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,5.890000000000001,14.7,-999.9,-999.9,-999.9,-999.9,-999.9,33,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.351677,11.45759,,,5,,5
2867,308,137,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Dak R'Tih Lower ,SEAWEA_UNKNOWN,Vietnam,2011,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,62,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.672195,11.913306,,,-999,,10
2896,309,333,Barkal,Karnafuli,Kaptai Hydro:Unit-1 2 3 4 5,Storage,Bangladesh,1962,Operational,46,671,777,400,777,6500,5021,6477,19.9,-999.9,-999.9,-999.9,-999.9,-999.9,230,Hydropower,SEAWEA_UNKNOWN,92.228125,22.495122,,,136,,242
2897,310,1805,SEAWEA_UNKNOWN,Gumti,SEAWEA_UNKNOWN,Storage,India,1976,Operational,30,103,-99,-99,34,-99,-99,312,9.1,-999.9,-999.9,-999.9,-99,-999.9,15,Hydropower,SEAWEA_UNKNOWN,91.814231,23.462017,,,169,,243
2900,311,361,Khao Laem,Khao Laem,Vajiralongkorn,Storage,Thailand,1985,Operational,92,1019,388,280,388,8900,5848,8860,30.4,-999.9,-999.9,137.9186977,63,-999.9,300,Irrigation,SEAWEA_UNKNOWN,98.596417,14.799654,66,17,323,,244
2901,312,362,Srinagarind,Srinagarind,Srinagarind,Storage,Thailand,1978,Operational,140,610,419,380,419,17800,7470,17745,51.6,-999.9,-999.9,161.0250182,105,-999.9,720,Irrigation,SEAWEA_UNKNOWN,99.127083,14.410439,156,18,324,,324
2902,313,5121,Tha Thung Na Dam,Tha Tung Na,Tha Thung,Run of River,Thailand,1982,Operational,30,840,3.2,-99,11.4,54.8,28.8,54.8,17.1,-999.9,-999.9,-999.9,-999.9,-999.9,36,Hydropower,SEAWEA_UNKNOWN,99.234487,14.235406,,,326,,245
2923,314,381,Chiew Larn,Rajjaprabha,Rajjaprabha,Storage,Thailand,1987,Operational,94,969,330,165,330,6144.38,4200,5640,39.1,-999.9,-999.9,84.74050705,-99,-999.9,240,Irrigation,SEAWEA_UNKNOWN,98.793103,8.972899,139,19,291,,291
2938,315,1897,Ngamoeyeik,Ngamoeyeik,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1996,Operational,23,-99,30.9898824,10.49727233,-99,122.9576112,15.25538344,104.5139695,8.6,-999.9,-999.9,26.54218429,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,96.155622,17.35294,127,,374,,246
2939,316,1900,Tabuhla,Tabuhla,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,1981,Operational,-99,-99,10.23057818,14.51881333,-99,240.036,240,240,17.4,-999.9,-999.9,37.1150119,-999.9,-999.9,-99,Water supply,SEAWEA_UNKNOWN,96.039583,17.248467,160,,369,,369
2948,317,45,Thonze,Thonze,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2002,Operational,46,402.316367,24.56390805,11.44297865,-999.9,199.0140594,64.08688509,-999.9,-999.9,-999.9,-999.9,75.30048587,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,95.9791,17.7834,45,,100,,100
2949,318,47,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2012,Operational,-999.9,-999.9,23.9944534,10.45406893,-999.9,171.941606,44.01106075,-999.9,-999.9,-999.9,-999.9,64.14047178,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,96.3041,17.7207,47,,102,,102
2950,319,48,Unknown 88,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2012,Operational,-999.9,-999.9,16.62759101,6.703713628,-999.9,119.5248634,34.3897968,-999.9,-999.9,-999.9,-999.9,40.6842504,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,96.3652,17.5537,48,,101,,101
2955,320,59,Kantin-BeeLin,Kantin-BeeLin,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2002,Operational,38,335,12.62563559,5.21781191,-999.9,105.0795037,25.57489222,-999.9,-999.9,-999.9,-999.9,73.8315922,-999.9,-999.9,-999.9,Irrigation,SEAWEA_UNKNOWN,95.9188,17.9612,59,,103,,103
2962,321,1938,Song Hinh 1,Song Hinh 1,Song Hinh,Storage,Vietnam,2000,Operational,42,940,57.16215599,22.67621466,41,379.6021695,73.17388285,357,10.8,-999.9,-999.9,155.6814635,141,-999.9,70,Hydropower,SEAWEA_UNKNOWN,108.947919,12.931252,153,,3101,,3101
2963,322,7126,Krong Hnang,Krong H'nang,Krong H'Nang ,SEAWEA_UNKNOWN,Vietnam,2010,Operational,49,1068,13.09031865,6.919032057,9,153.5781657,70.41466062,130.54144084499998,19.2,-999.9,-999.9,247.8224896,-99,-999.9,64,Hydropower,SEAWEA_UNKNOWN,108.714652,12.939641,73,,3129,,3129
2964,323,7133,Ba Ha,Ba Ha,Song Ba Ha,Storage,Vietnam,2009,Operational,46,1357,42.59318533,29.54513042,36.20420753,307.0942172,186.7251902,261.03008461999997,7.9,-999.9,-999.9,102.1489048,-99,-999.9,220,Hydropower,SEAWEA_UNKNOWN,108.901747,13.018642,5,,3296,,247
2986,324,7580,An Khe - Kanak,An Khe Kanak,An Khe - Kanak,Storage,Vietnam,2009,Operational,-99,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,329,-999.9,-999.9,-999.9,-999.9,377.5,-999.9,173,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.6796,14.0148,,,16,,16
3004,325,1939,Kaengkrachan,Kaengkrachan,SEAWEA_UNKNOWN,Storage,Thailand,1966,Operational,58,760,49.94441627,25.9925416,46.5,900,153.7656049,710,14.7,-999.9,-999.9,81.39775428,-99,-999.9,19,Hydropower,SEAWEA_UNKNOWN,99.629389,12.916373,62,,275,,275
3020,326,1944,Pranburi,Pranburi,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1978,Operational,42,1500,29.80330144,14.09208543,25.33280622,490,50.85529457,445,16.8,-999.9,-999.9,45.26106521,-999.9,-999.9,-99,Multiple purpose,SEAWEA_UNKNOWN,99.792168,12.468709,135,,274,,274
3040,327,1980,Pedu,Pedu,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Malaysia,1969,Operational,61,220,55.88635614,40.26455078,-99,1100,305.2364462,1047.8,21.7,-999.9,-999.9,97.3577747,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,100.768807,6.239739,132,,833,,833
3041,328,10619,SEAWEA_UNKNOWN,Ahning,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Malaysia,1989,Operational,-99,-99,12,-99,-99,275,-99,-99,17.8,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Water supply,SEAWEA_UNKNOWN,100.728941,6.362639,,,835,,835
3043,329,1982,Bang Lang,Bang Lang,Bang Lang,Storage,Thailand,1981,Operational,85,422,51,24.97304539,50.9,1589.82875,1400,1404,34.1,-999.9,-999.9,101.1202062,58,-999.9,72,Irrigation,SEAWEA_UNKNOWN,101.271348,6.15479,9,,840,,840
3046,330,6898,Kamchay,Kamchay,Kamchay,Storage,Cambodia,2012,Operational,112,550,16.46462983,10.41545297,14.59,513.8476467,249.1864762,436.7704997,49.4,-999.9,-999.9,135.0790019,122,-999.9,193,Hydropower,SEAWEA_UNKNOWN,104.117228,10.704749,63,,892,,892
3049,331,6965,Beris,Beris,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Malaysia,2004,Operational,40,155,11.82192335,8.063374724,10.04863485,101.6327984,52.79741847,86.38787864,10.7,-999.9,-999.9,84.64156011,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,100.746798,5.972568,10,,-999,,188
3050,332,7680,SEAWEA_UNKNOWN,Muda,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Malaysia,1966,Operational,-99,-99,15.5,-99,-99,160,-99,-99,18.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,100.857136,6.115809,,,837,,837
3051,333,7086,Ban Ve,Ban Ve,Ban Ve,Storage,Vietnam,2010,Operational,135,480,41.30651935,22.12418666,29.82,1539.449413,570.1269995,1308.532001,61.7,-999.9,-999.9,169.4437178,46.41,-999.9,320,Hydropower,SEAWEA_UNKNOWN,104.483696,19.346401,8,,2013,,2013
3063,334,39305,Chi Khe,Chi Khe,Chi Khe ,SEAWEA_UNKNOWN,Vietnam,2017,Operational,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,41,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.802869,19.088064,,,50,,50
3066,335,7655,Huong Son,Huong Son,Huong Son,Run of River,Vietnam,2012,Operational,-99,-999.9,-999.9,-999.9,0.48,-999.9,-999.9,3.2,-999.9,-999.9,-999.9,-999.9,462.5,-999.9,33,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.1513,18.446,,,-999,,189
3068,336,7688,Nam Pong,Nam Pong,Nam Pong,Run of River,Vietnam,2014,Operational,-99,-999.9,-999.9,-999.9,0.32,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,-999.9,32,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.0377,19.5184,,,51,,51
3075,337,236,Khe Bo,SEAWEA_UNKNOWN,Khe Bo ,SEAWEA_UNKNOWN,Vietnam,2013,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,100,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.663829,19.18123,,,49,,49
3081,338,364,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Nhan Hac A ,SEAWEA_UNKNOWN,Vietnam,2018,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,55,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.973,19.55474,,,-999,,52
3107,339,7088,Binh Dien,Binh Dien,Binh Dien,Storage,Vietnam,2008,Operational,75,208,15.072738,6.870870077,8.94,381.4450307,106.7574394,324.2282761,47.6,-999.9,-999.9,64.3855772,72.68,-999.9,44,Hydropower,SEAWEA_UNKNOWN,107.502939,16.317194,13,,34,,34
3108,340,7136,Ta Trach,Ta Trach,Ta Trach,Storage,Vietnam,2014,Operational,56,1187,25.9190225,7.04259991,15.99,416.3393811,43.06867651,353.88847393500004,40.5,-999.9,-999.9,23.37866864,30.043,-999.9,21,Hydropower,SEAWEA_UNKNOWN,107.631312,16.309378,158,,33,,33
3120,341,39149,Huong Dien,Huong Dien,Huong Dien,Storage,Vietnam,2010,Operational,81.7,-99,-99,-99,-99,-99,-99,820,-99,-999.9,-999.9,-999.9,49.6,-999.9,81,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.425219,16.458762,,,3288,,248
3128,342,7093,Dakrinh,Dakrinh,DakDrinh,Storage,Vietnam,2008,Operational,94,-99,8.210369299,4.416792286,6.978813904,206.711806,74.8306772,175.7050351,42.4,-999.9,-999.9,393.2145172,-99,-999.9,125,Hydropower,SEAWEA_UNKNOWN,108.301463,14.977262,22,,21,,21
3129,343,7128,Nuoc Trong,Nuoc Trong,Nuoc Trong,SEAWEA_UNKNOWN,Vietnam,2013,Operational,68,454,12.69042578,5.234432114,10.78686191,303.9438354,63.40833509,290,56.4,-999.9,-999.9,107.5597208,-99,-999.9,16.5,Hydropower,SEAWEA_UNKNOWN,108.414588,15.081144,129,,22,,22
3135,344,133,Dak Re,SEAWEA_UNKNOWN,Dak Re ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,60,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.48294,14.60551,,,18,,18
3137,345,411,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Son Tra 1A ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.42447,14.84632,,,20,,20
3138,346,412,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Son Tra 1B ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.453365,14.869594,,,-999,,190
3150,347,7094,Dinh Binh,Dinh Binh,Dinh Binh,Storage,Vietnam,2008,Operational,55,571,13.07155892,5.773320578,12,230.9255238,51.69950679,226,21.3,-999.9,-999.9,75.40794844,30.74,-999.9,9.9,Flood control,SEAWEA_UNKNOWN,108.772744,14.157348,24,,17,,17
3153,348,7745,SEAWEA_UNKNOWN,Vinh Son,Vinh Son,Storage,Vietnam,2001,Operational,-99,-999.9,-999.9,-999.9,2.51,-999.9,-999.9,25.74,10.19999981,-999.9,-999.9,-999.9,88,-999.9,66,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.6943,14.3656,,,3229,,3229
3159,349,7130,Quang Tri,Quang Tri,Rao Quan 1 ,SEAWEA_UNKNOWN,Vietnam,2008,Operational,75,-99,10.31408012,5.292466844,8,200.7828173,82.17032491,163,19.6,-999.9,-999.9,469.2476931,-99,-999.9,64,Hydropower,SEAWEA_UNKNOWN,106.703153,16.689485,138,,47,,47
3177,350,7276,Prasae,Prasae,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,2005,Operational,24,2380,3.944,-99,-99,322,-99,252,7.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,101.563552,12.978951,,,871,,871
3181,351,7632,Ho Nui Coc,Nui Coc,Ho Nui Coc ,SEAWEA_UNKNOWN,Vietnam,2009,Operational,27,-99,-99,-99,-99,176,175.5,-99,18.7,-999.9,-999.9,-999.9,-99,-999.9,1.89,Hydropower,SEAWEA_UNKNOWN,105.730276,21.557426,,,3669,,249
3182,352,9851,Cam Son,Cam Son,Cam Son,SEAWEA_UNKNOWN,Vietnam,1973,Operational,41.5,230,-99,-99,9.58,249.75,-99,145.3,1,-999.9,-999.9,-999.9,-99,-999.9,4.5,Irrigation,SEAWEA_UNKNOWN,106.511998,21.543569,,,3674,,250
3216,353,7654,Ke Go,Ke Go,Ke Go,SEAWEA_UNKNOWN,Vietnam,1988,Operational,-99,-99,-99,-99,19.16,-99,-99,255.48,18.6,-999.9,-999.9,-999.9,-99,-999.9,2.3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.925798,18.19337,,,3679,,3679
3228,354,24,SEAWEA_UNKNOWN,Nong Pla Lai,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1993,Operational,24,-999.9,2.289,-999.9,-999.9,205.85,-999.9,164,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Multiple purpose,SEAWEA_UNKNOWN,101.297011,12.934647,,,-999,,191
3239,355,7718,SEAWEA_UNKNOWN,Ben May Dam,Song Muc,Storage,Vietnam,2008,Operational,40,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,200,-999.9,-999.9,-999.9,-999.9,16,-999.9,2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.5416,19.6106,,,3675,,251
3413,356,14726,SEAWEA_UNKNOWN,Bang Phra,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1974,Operational,24,1720,1.577,-999.9,15.8,117,110,-999.9,11.5,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Multiple purpose,SEAWEA_UNKNOWN,100.9663889,13.20111111,,,1481,,252
3419,357,7716,SEAWEA_UNKNOWN,Song Giang 2,Song Giang 2,Storage,Vietnam,2014,Operational,20,-999.9,-999.9,-999.9,0.18,-999.9,-999.9,1,-999.9,-999.9,-999.9,-999.9,407.6,-999.9,37,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.8374,12.3729,,,15,,15
3463,358,40294,Stung Tatay,Stung Tatai,Stung Tatai,SEAWEA_UNKNOWN,Cambodia,2014,Operational,-99,-99,-99,-99,16,-99,-99,439,-99,-999.9,-999.9,-999.9,188,-999.9,246,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.261686,11.634598,,,1,,1
3472,359,4114,Pergau,Pergau,Pergau,Storage,Malaysia,1997,Operational,75,-999.9,4.3,-999.9,4.3,62.5,-999.9,62.6,-999.9,-999.9,-999.9,-999.9,495,-999.9,600,Hydropower,SEAWEA_UNKNOWN,101.7031,5.625,,,-999,,192
3486,360,289,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Nam Chien 2 ,SEAWEA_UNKNOWN,Vietnam,2009,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,32,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.5028,21.5001,,,-999,,-999